monthID,zoneID,hourID,temperature,relHumidity,heatIndex,specificHumidity,molWaterFraction
7,420910,3,68.30000305175781,83.4000015258789,NA,NA,NA
6,420910,9,70.4000015258789,71.0999984741211,NA,NA,NA
12,420910,1,30,71.4000015258789,NA,NA,NA
11,420910,11,48.400001525878906,65.4000015258789,NA,NA,NA
10,420910,17,64.4000015258789,52.70000076293945,NA,NA,NA
7,420910,12,83.19999694824219,55.599998474121094,NA,NA,NA
12,420910,12,39.29999923706055,61,NA,NA,NA
1,420910,17,38.29999923706055,54.20000076293945,NA,NA,NA
2,420910,22,31.200000762939453,60.20000076293945,NA,NA,NA
1,420910,6,23.5,73.30000305175781,NA,NA,NA
3,420910,7,31.899999618530273,72.0999984741211,NA,NA,NA
2,420910,5,24.700000762939453,69.19999694824219,NA,NA,NA
1,420910,11,30.399999618530273,64.69999694824219,NA,NA,NA
8,420910,5,65.9000015258789,86.9000015258789,NA,NA,NA
5,420910,8,56.400001525878906,75,NA,NA,NA
3,420910,24,38.70000076293945,63.20000076293945,NA,NA,NA
10,420910,8,45.79999923706055,85.30000305175781,NA,NA,NA
8,420910,24,70,79.4000015258789,NA,NA,NA
6,420910,7,63.70000076293945,83.80000305175781,NA,NA,NA
5,420910,5,51.70000076293945,82.5,NA,NA,NA
4,420910,19,60.900001525878906,45.599998474121094,NA,NA,NA
11,420910,5,38.599998474121094,79.5999984741211,NA,NA,NA
10,420910,7,44.900001525878906,86,NA,NA,NA
9,420910,21,66.9000015258789,73.19999694824219,NA,NA,NA
7,420910,6,66.19999694824219,87.0999984741211,NA,NA,NA
6,420910,10,73.5,65.5999984741211,NA,NA,NA
5,420910,18,71.5999984741211,48.5,NA,NA,NA
12,420910,6,27.799999237060547,74.0999984741211,NA,NA,NA
11,420910,22,43.79999923706055,70.9000015258789,NA,NA,NA
10,420910,18,61.900001525878906,56.599998474121094,NA,NA,NA
7,420910,19,83.5999984741211,53.79999923706055,NA,NA,NA
12,420910,17,42.29999923706055,56.70000076293945,NA,NA,NA
1,420910,1,26.200000762939453,69.9000015258789,NA,NA,NA
8,420910,15,85.5,51.5,NA,NA,NA
4,420910,10,52.5,58.20000076293945,NA,NA,NA
3,420910,2,35.900001525878906,66,NA,NA,NA
2,420910,6,24.200000762939453,69.5,NA,NA,NA
9,420910,14,77.5999984741211,53.70000076293945,NA,NA,NA
8,420910,2,68.0999984741211,83.30000305175781,NA,NA,NA
5,420910,11,65.69999694824219,57.79999923706055,NA,NA,NA
4,420910,5,42.599998474121094,74.80000305175781,NA,NA,NA
3,420910,23,40,61.099998474121094,NA,NA,NA
10,420910,13,63.400001525878906,55.79999923706055,NA,NA,NA
9,420910,3,60,85.4000015258789,NA,NA,NA
8,420910,21,74.80000305175781,70.5,NA,NA,NA
5,420910,24,57.400001525878906,73.30000305175781,NA,NA,NA
4,420910,16,64,43.099998474121094,NA,NA,NA
10,420910,24,49.099998474121094,79.5999984741211,NA,NA,NA
9,420910,16,78.5999984741211,51.599998474121094,NA,NA,NA
7,420910,5,66.69999694824219,86.19999694824219,NA,NA,NA
6,420910,23,68.5,75.0999984741211,NA,NA,NA
5,420910,21,63.20000076293945,62.599998474121094,NA,NA,NA
12,420910,11,36,65.30000305175781,NA,NA,NA
11,420910,21,45,69,NA,NA,NA
10,420910,23,50.20000076293945,78,NA,NA,NA
7,420910,22,74.69999694824219,71.30000305175781,NA,NA,NA
12,420910,22,32.79999923706055,68.5999984741211,NA,NA,NA
2,420910,17,41,48,NA,NA,NA
3,420910,12,46,51.79999923706055,NA,NA,NA
1,420910,12,33.5,60.599998474121094,NA,NA,NA
8,420910,12,82,57.79999923706055,NA,NA,NA
4,420910,15,63.400001525878906,43.900001525878906,NA,NA,NA
3,420910,1,37.5,64.80000305175781,NA,NA,NA
2,420910,11,32.400001525878906,58.599998474121094,NA,NA,NA
9,420910,9,64.80000305175781,77.4000015258789,NA,NA,NA
5,420910,14,71.30000305175781,49.599998474121094,NA,NA,NA
3,420910,18,51.099998474121094,45.29999923706055,NA,NA,NA
10,420910,14,64.69999694824219,53.5,NA,NA,NA
8,420910,18,84,53.29999923706055,NA,NA,NA
6,420910,13,79.9000015258789,54.79999923706055,NA,NA,NA
4,420910,21,54.5,55.5,NA,NA,NA
11,420910,15,56.5,52.70000076293945,NA,NA,NA
9,420910,19,73,60.900001525878906,NA,NA,NA
7,420910,8,71.69999694824219,78.30000305175781,NA,NA,NA
6,420910,16,81.80000305175781,51.70000076293945,NA,NA,NA
12,420910,8,27.100000381469727,74.5999984741211,NA,NA,NA
11,420910,16,56.29999923706055,52.599998474121094,NA,NA,NA
1,420910,21,30.299999237060547,63.900001525878906,NA,NA,NA
7,420910,21,77.0999984741211,66.5,NA,NA,NA
2,420910,18,39.599998474121094,49.20000076293945,NA,NA,NA
3,420910,11,43.099998474121094,55.5,NA,NA,NA
2,420910,1,27.899999618530273,65.5,NA,NA,NA
1,420910,15,38.70000076293945,54.29999923706055,NA,NA,NA
8,420910,9,73.30000305175781,74.19999694824219,NA,NA,NA
4,420910,12,58.099998474121094,50.29999923706055,NA,NA,NA
2,420910,12,35.29999923706055,54.70000076293945,NA,NA,NA
9,420910,4,59.29999923706055,86.19999694824219,NA,NA,NA
5,420910,1,56,75.80000305175781,NA,NA,NA
3,420910,17,52.29999923706055,44.29999923706055,NA,NA,NA
10,420910,3,46.79999923706055,84.0999984741211,NA,NA,NA
7,420910,2,69.19999694824219,81.69999694824219,NA,NA,NA
6,420910,14,81.0999984741211,52.79999923706055,NA,NA,NA
12,420910,2,29.799999237060547,72,NA,NA,NA
11,420910,10,44.5,71.9000015258789,NA,NA,NA
7,420910,15,86.80000305175781,49,NA,NA,NA
12,420910,13,41.599998474121094,58.099998474121094,NA,NA,NA
1,420910,16,39.099998474121094,53.599998474121094,NA,NA,NA
7,420910,24,71.5999984741211,77.80000305175781,NA,NA,NA
12,420910,24,30.899999618530273,70.4000015258789,NA,NA,NA
2,420910,23,30,62.20000076293945,NA,NA,NA
1,420910,5,23.899999618530273,72.80000305175781,NA,NA,NA
3,420910,6,32.5,71,NA,NA,NA
2,420910,2,26.700000762939453,67.19999694824219,NA,NA,NA
1,420910,10,26.899999618530273,69.69999694824219,NA,NA,NA
8,420910,6,65.30000305175781,87.4000015258789,NA,NA,NA
4,420910,1,47.29999923706055,67.0999984741211,NA,NA,NA
10,420910,9,50.29999923706055,79.5999984741211,NA,NA,NA
9,420910,7,57.79999923706055,87.4000015258789,NA,NA,NA
6,420910,4,62.599998474121094,84.9000015258789,NA,NA,NA
5,420910,4,52.400001525878906,81.5,NA,NA,NA
11,420910,4,39.29999923706055,78.80000305175781,NA,NA,NA
10,420910,4,46.099998474121094,84.69999694824219,NA,NA,NA
9,420910,20,69.0999984741211,68.9000015258789,NA,NA,NA
7,420910,1,70.4000015258789,80.19999694824219,NA,NA,NA
6,420910,11,76.0999984741211,61.099998474121094,NA,NA,NA
5,420910,17,72.5,47.5,NA,NA,NA
12,420910,7,27.5,74.30000305175781,NA,NA,NA
11,420910,9,39.900001525878906,78.30000305175781,NA,NA,NA
10,420910,19,57.599998474121094,64.4000015258789,NA,NA,NA
7,420910,18,85.4000015258789,50.79999923706055,NA,NA,NA
12,420910,18,39.400001525878906,60,NA,NA,NA
1,420910,19,33.400001525878906,59.70000076293945,NA,NA,NA
2,420910,24,29,63.900001525878906,NA,NA,NA
4,420910,11,55.400001525878906,53.79999923706055,NA,NA,NA
3,420910,5,33.099998474121094,70,NA,NA,NA
2,420910,7,23.799999237060547,69.9000015258789,NA,NA,NA
9,420910,13,76.30000305175781,55.900001525878906,NA,NA,NA
8,420910,3,67.4000015258789,84.5,NA,NA,NA
5,420910,10,63,62.29999923706055,NA,NA,NA
4,420910,6,41.79999923706055,75.9000015258789,NA,NA,NA
3,420910,22,41.400001525878906,58.599998474121094,NA,NA,NA
10,420910,10,54.79999923706055,71.69999694824219,NA,NA,NA
9,420910,2,60.79999923706055,84.30000305175781,NA,NA,NA
8,420910,22,72.69999694824219,74.5,NA,NA,NA
6,420910,1,65.69999694824219,80,NA,NA,NA
5,420910,7,52.70000076293945,81.9000015258789,NA,NA,NA
4,420910,17,63.900001525878906,42.900001525878906,NA,NA,NA
11,420910,3,40,78,NA,NA,NA
9,420910,23,63.5,78.5999984741211,NA,NA,NA
7,420910,4,67.5,84.69999694824219,NA,NA,NA
6,420910,20,76.0999984741211,60.79999923706055,NA,NA,NA
5,420910,20,66.5999984741211,56.20000076293945,NA,NA,NA
12,420910,4,28.700000762939453,73.80000305175781,NA,NA,NA
11,420910,20,46.5,66.5,NA,NA,NA
10,420910,20,54.79999923706055,69.69999694824219,NA,NA,NA
7,420910,17,86.5,49.099998474121094,NA,NA,NA
12,420910,23,31.700000762939453,69.5999984741211,NA,NA,NA
3,420910,15,51.70000076293945,45.29999923706055,NA,NA,NA
1,420910,3,25,71.5,NA,NA,NA
8,420910,13,83.69999694824219,54.79999923706055,NA,NA,NA
4,420910,8,45.400001525878906,71,NA,NA,NA
2,420910,8,23.5,70.19999694824219,NA,NA,NA
9,420910,8,60.599998474121094,84.5,NA,NA,NA
5,420910,13,69.9000015258789,51.599998474121094,NA,NA,NA
3,420910,21,43.29999923706055,56,NA,NA,NA
10,420910,15,65.4000015258789,52,NA,NA,NA
8,420910,19,81.69999694824219,57.29999923706055,NA,NA,NA
6,420910,2,64.5,81.9000015258789,NA,NA,NA
4,420910,22,52.099998474121094,59.599998474121094,NA,NA,NA
11,420910,14,55.70000076293945,54.29999923706055,NA,NA,NA
9,420910,18,76.5,54.599998474121094,NA,NA,NA
7,420910,11,81.0999984741211,59.599998474121094,NA,NA,NA
6,420910,17,81.4000015258789,52.20000076293945,NA,NA,NA
5,420910,23,59,70.4000015258789,NA,NA,NA
12,420910,9,27.899999618530273,74.30000305175781,NA,NA,NA
11,420910,19,48.400001525878906,63.599998474121094,NA,NA,NA
1,420910,20,31.799999237060547,61.79999923706055,NA,NA,NA
7,420910,20,80.69999694824219,59.400001525878906,NA,NA,NA
12,420910,20,35.400001525878906,65.4000015258789,NA,NA,NA
2,420910,19,36.599998474121094,52.599998474121094,NA,NA,NA
3,420910,10,39.900001525878906,59.900001525878906,NA,NA,NA
1,420910,14,37.70000076293945,55.599998474121094,NA,NA,NA
8,420910,10,76.69999694824219,67.80000305175781,NA,NA,NA
4,420910,13,60.400001525878906,47.599998474121094,NA,NA,NA
2,420910,13,37.599998474121094,51.900001525878906,NA,NA,NA
9,420910,11,72,63.79999923706055,NA,NA,NA
4,420910,24,48.79999923706055,64.9000015258789,NA,NA,NA
3,420910,16,52.400001525878906,44.400001525878906,NA,NA,NA
9,420910,24,62.29999923706055,80.9000015258789,NA,NA,NA
8,420910,16,85.5999984741211,51.099998474121094,NA,NA,NA
6,420910,15,81.80000305175781,51.70000076293945,NA,NA,NA
12,420910,3,29.299999237060547,72.80000305175781,NA,NA,NA
11,420910,13,54,56.79999923706055,NA,NA,NA
7,420910,14,86.19999694824219,50.099998474121094,NA,NA,NA
6,420910,18,80.4000015258789,53.5,NA,NA,NA
12,420910,14,43.29999923706055,56,NA,NA,NA
1,420910,23,28,67.4000015258789,NA,NA,NA
2,420910,20,34.400001525878906,55.70000076293945,NA,NA,NA
1,420910,4,24.399999618530273,72.5,NA,NA,NA
3,420910,9,36.5,66,NA,NA,NA
2,420910,3,26,67.69999694824219,NA,NA,NA
1,420910,9,23.299999237060547,73.5999984741211,NA,NA,NA
8,420910,7,65.80000305175781,86.9000015258789,NA,NA,NA
4,420910,2,45.79999923706055,69.4000015258789,NA,NA,NA
2,420910,14,39.5,49.79999923706055,NA,NA,NA
9,420910,6,58.099998474121094,87.30000305175781,NA,NA,NA
6,420910,5,61.79999923706055,85.9000015258789,NA,NA,NA
5,420910,3,53.400001525878906,80,NA,NA,NA
11,420910,7,37.5,80.5,NA,NA,NA
10,420910,5,45.599998474121094,85.30000305175781,NA,NA,NA
6,420910,8,67.19999694824219,77.30000305175781,NA,NA,NA
5,420910,16,72.69999694824219,47.5,NA,NA,NA
11,420910,8,37.20000076293945,80.69999694824219,NA,NA,NA
10,420910,16,65.4000015258789,51.79999923706055,NA,NA,NA
7,420910,13,85,52.20000076293945,NA,NA,NA
12,420910,19,37,63.099998474121094,NA,NA,NA
1,420910,18,36,56.400001525878906,NA,NA,NA
1,420910,7,23,73.69999694824219,NA,NA,NA
3,420910,4,33.900001525878906,68.9000015258789,NA,NA,NA
2,420910,4,25.299999237060547,68.5999984741211,NA,NA,NA
9,420910,12,74.5,59.29999923706055,NA,NA,NA
8,420910,4,66.5,85.69999694824219,NA,NA,NA
5,420910,9,59.900001525878906,68,NA,NA,NA
4,420910,7,41.900001525878906,76,NA,NA,NA
10,420910,11,58.400001525878906,64.5999984741211,NA,NA,NA
9,420910,1,61.29999923706055,82.4000015258789,NA,NA,NA
8,420910,23,71.19999694824219,77.19999694824219,NA,NA,NA
6,420910,6,61.400001525878906,86.5,NA,NA,NA
5,420910,6,51,83.5,NA,NA,NA
4,420910,18,62.900001525878906,43.599998474121094,NA,NA,NA
11,420910,2,40.599998474121094,76.9000015258789,NA,NA,NA
10,420910,6,45.20000076293945,85.69999694824219,NA,NA,NA
9,420910,22,65.0999984741211,76.4000015258789,NA,NA,NA
7,420910,7,67.9000015258789,85.30000305175781,NA,NA,NA
6,420910,21,72.69999694824219,66.9000015258789,NA,NA,NA
5,420910,19,69.69999694824219,51,NA,NA,NA
12,420910,5,28.200000762939453,74.0999984741211,NA,NA,NA
11,420910,23,42.79999923706055,72.69999694824219,NA,NA,NA
10,420910,21,52.900001525878906,73.30000305175781,NA,NA,NA
7,420910,16,86.9000015258789,48.70000076293945,NA,NA,NA
6,420910,24,67,77.5,NA,NA,NA
12,420910,16,43.900001525878906,55.099998474121094,NA,NA,NA
11,420910,24,41.900001525878906,74,NA,NA,NA
3,420910,14,50.29999923706055,46.79999923706055,NA,NA,NA
1,420910,2,25.600000381469727,70.9000015258789,NA,NA,NA
8,420910,14,85,52.5,NA,NA,NA
4,420910,9,49.20000076293945,63.70000076293945,NA,NA,NA
3,420910,3,34.900001525878906,67.30000305175781,NA,NA,NA
2,420910,9,25.299999237060547,68.5999984741211,NA,NA,NA
9,420910,15,78.5,52.20000076293945,NA,NA,NA
8,420910,1,68.9000015258789,81.19999694824219,NA,NA,NA
5,420910,12,68,54.29999923706055,NA,NA,NA
4,420910,4,43.5,73.0999984741211,NA,NA,NA
3,420910,20,45.5,52.400001525878906,NA,NA,NA
10,420910,12,61.20000076293945,59.400001525878906,NA,NA,NA
8,420910,20,78,64.30000305175781,NA,NA,NA
6,420910,3,63.5,83.9000015258789,NA,NA,NA
4,420910,23,50.29999923706055,62.599998474121094,NA,NA,NA
11,420910,1,41.20000076293945,75.19999694824219,NA,NA,NA
9,420910,17,78,52.29999923706055,NA,NA,NA
7,420910,10,78.4000015258789,64.69999694824219,NA,NA,NA
6,420910,22,70.30000305175781,71.5999984741211,NA,NA,NA
5,420910,22,60.79999923706055,67.0999984741211,NA,NA,NA
12,420910,10,32,70.30000305175781,NA,NA,NA
11,420910,18,51.599998474121094,58.599998474121094,NA,NA,NA
10,420910,22,51.400001525878906,75.80000305175781,NA,NA,NA
7,420910,23,73,75.0999984741211,NA,NA,NA
12,420910,21,33.900001525878906,67.0999984741211,NA,NA,NA
2,420910,16,41.29999923706055,47.900001525878906,NA,NA,NA
1,420910,24,27,68.5,NA,NA,NA
3,420910,13,48.400001525878906,48.900001525878906,NA,NA,NA
1,420910,13,35.900001525878906,57.599998474121094,NA,NA,NA
8,420910,11,79.80000305175781,62.099998474121094,NA,NA,NA
4,420910,14,62.20000076293945,45.5,NA,NA,NA
2,420910,10,29,63.5,NA,NA,NA
9,420910,10,68.69999694824219,70.0999984741211,NA,NA,NA
5,420910,15,72.30000305175781,48.099998474121094,NA,NA,NA
3,420910,19,48.5,48.400001525878906,NA,NA,NA
10,420910,1,48.099998474121094,81.30000305175781,NA,NA,NA
8,420910,17,85.19999694824219,51.5,NA,NA,NA
6,420910,12,78.19999694824219,57.599998474121094,NA,NA,NA
4,420910,20,57.400001525878906,50.5,NA,NA,NA
11,420910,12,51.599998474121094,60.400001525878906,NA,NA,NA
7,420910,9,75.19999694824219,71.19999694824219,NA,NA,NA
6,420910,19,78.80000305175781,56,NA,NA,NA
12,420910,15,44,55,NA,NA,NA
11,420910,17,54.900001525878906,54.099998474121094,NA,NA,NA
1,420910,22,29.100000381469727,65.5999984741211,NA,NA,NA
2,420910,21,32.70000076293945,58.20000076293945,NA,NA,NA
3,420910,8,32.79999923706055,71.5,NA,NA,NA
1,420910,8,22.700000762939453,74.0999984741211,NA,NA,NA
8,420910,8,69.30000305175781,81.69999694824219,NA,NA,NA
4,420910,3,44.599998474121094,71.5,NA,NA,NA
2,420910,15,40.79999923706055,48.5,NA,NA,NA
9,420910,5,58.599998474121094,86.80000305175781,NA,NA,NA
5,420910,2,54.400001525878906,77.80000305175781,NA,NA,NA
11,420910,6,38.099998474121094,79.80000305175781,NA,NA,NA
10,420910,2,47.5,83,NA,NA,NA
