sourceTypeID,modelYearID,fuelTypeID,engTechID,fuelEngFraction,FIP
11,1960,1,1,1,36085
11,1961,1,1,1,36085
11,1962,1,1,1,36085
11,1963,1,1,1,36085
11,1964,1,1,1,36085
11,1965,1,1,1,36085
11,1966,1,1,1,36085
11,1967,1,1,1,36085
11,1968,1,1,1,36085
11,1969,1,1,1,36085
11,1970,1,1,1,36085
11,1971,1,1,1,36085
11,1972,1,1,1,36085
11,1973,1,1,1,36085
11,1974,1,1,1,36085
11,1975,1,1,1,36085
11,1976,1,1,1,36085
11,1977,1,1,1,36085
11,1978,1,1,1,36085
11,1979,1,1,1,36085
11,1980,1,1,1,36085
11,1981,1,1,1,36085
11,1982,1,1,1,36085
11,1983,1,1,1,36085
11,1984,1,1,1,36085
11,1985,1,1,1,36085
11,1986,1,1,1,36085
11,1987,1,1,1,36085
11,1988,1,1,1,36085
11,1989,1,1,1,36085
11,1990,1,1,1,36085
11,1991,1,1,1,36085
11,1992,1,1,1,36085
11,1993,1,1,1,36085
11,1994,1,1,1,36085
11,1995,1,1,1,36085
11,1996,1,1,1,36085
11,1997,1,1,1,36085
11,1998,1,1,1,36085
11,1999,1,1,1,36085
11,2000,1,1,1,36085
11,2001,1,1,1,36085
11,2002,1,1,1,36085
11,2003,1,1,1,36085
11,2004,1,1,1,36085
11,2005,1,1,1,36085
11,2006,1,1,1,36085
11,2007,1,1,1,36085
11,2008,1,1,1,36085
11,2009,1,1,1,36085
11,2010,1,1,1,36085
11,2011,1,1,1,36085
11,2012,1,1,1,36085
11,2013,1,1,1,36085
11,2014,1,1,1,36085
11,2015,1,1,1,36085
11,2016,1,1,1,36085
11,2017,1,1,1,36085
11,2018,1,1,1,36085
11,2019,1,1,1,36085
11,2020,1,1,1,36085
11,2021,1,1,1,36085
11,2022,1,1,1,36085
11,2023,1,1,0,36085
11,2024,1,1,0,36085
11,2025,1,1,0,36085
11,2026,1,1,0,36085
11,2027,1,1,0,36085
11,2028,1,1,0,36085
11,2029,1,1,0,36085
11,2030,1,1,0,36085
11,2031,1,1,0,36085
11,2032,1,1,0,36085
11,2033,1,1,0,36085
11,2034,1,1,0,36085
11,2035,1,1,0,36085
11,2036,1,1,0,36085
11,2037,1,1,0,36085
11,2038,1,1,0,36085
11,2039,1,1,0,36085
11,2040,1,1,0,36085
11,2041,1,1,0,36085
11,2042,1,1,0,36085
11,2043,1,1,0,36085
11,2044,1,1,0,36085
11,2045,1,1,0,36085
11,2046,1,1,0,36085
11,2047,1,1,0,36085
11,2048,1,1,0,36085
11,2049,1,1,0,36085
11,2050,1,1,0,36085
11,2051,1,1,0,36085
11,2052,1,1,0,36085
11,2053,1,1,0,36085
11,2054,1,1,0,36085
11,2055,1,1,0,36085
11,2056,1,1,0,36085
11,2057,1,1,0,36085
11,2058,1,1,0,36085
11,2059,1,1,0,36085
11,2060,1,1,0,36085
21,1960,1,1,1,36085
21,1960,2,1,0,36085
21,1960,5,1,0,36085
21,1960,9,30,0,36085
21,1961,1,1,1,36085
21,1961,2,1,0,36085
21,1961,5,1,0,36085
21,1961,9,30,0,36085
21,1962,1,1,1,36085
21,1962,2,1,0,36085
21,1962,5,1,0,36085
21,1962,9,30,0,36085
21,1963,1,1,1,36085
21,1963,2,1,0,36085
21,1963,5,1,0,36085
21,1963,9,30,0,36085
21,1964,1,1,1,36085
21,1964,2,1,0,36085
21,1964,5,1,0,36085
21,1964,9,30,0,36085
21,1965,1,1,0.9915,36085
21,1965,2,1,0.0085,36085
21,1965,5,1,0,36085
21,1965,9,30,0,36085
21,1966,1,1,0.99784,36085
21,1966,2,1,0.00216,36085
21,1966,5,1,0,36085
21,1966,9,30,0,36085
21,1967,1,1,1,36085
21,1967,2,1,0,36085
21,1967,5,1,0,36085
21,1967,9,30,0,36085
21,1968,1,1,0.998,36085
21,1968,2,1,0.002,36085
21,1968,5,1,0,36085
21,1968,9,30,0,36085
21,1969,1,1,1,36085
21,1969,2,1,0,36085
21,1969,5,1,0,36085
21,1969,9,30,0,36085
21,1970,1,1,1,36085
21,1970,2,1,0,36085
21,1970,5,1,0,36085
21,1970,9,30,0,36085
21,1971,1,1,1,36085
21,1971,2,1,0,36085
21,1971,5,1,0,36085
21,1971,9,30,0,36085
21,1972,1,1,1,36085
21,1972,2,1,0,36085
21,1972,5,1,0,36085
21,1972,9,30,0,36085
21,1973,1,1,1,36085
21,1973,2,1,0,36085
21,1973,5,1,0,36085
21,1973,9,30,0,36085
21,1974,1,1,0.9924,36085
21,1974,2,1,0.0076,36085
21,1974,5,1,0,36085
21,1974,9,30,0,36085
21,1975,1,1,0.99556,36085
21,1975,2,1,0.00444,36085
21,1975,5,1,0,36085
21,1975,9,30,0,36085
21,1976,1,1,0.98119,36085
21,1976,2,1,0.01881,36085
21,1976,5,1,0,36085
21,1976,9,30,0,36085
21,1977,1,1,0.98282,36085
21,1977,2,1,0.01718,36085
21,1977,5,1,0,36085
21,1977,9,30,0,36085
21,1978,1,1,0.9858,36085
21,1978,2,1,0.0142,36085
21,1978,5,1,0,36085
21,1978,9,30,0,36085
21,1979,1,1,0.98396,36085
21,1979,2,1,0.01604,36085
21,1979,5,1,0,36085
21,1979,9,30,0,36085
21,1980,1,1,0.94837,36085
21,1980,2,1,0.05163,36085
21,1980,5,1,0,36085
21,1980,9,30,0,36085
21,1981,1,1,0.92573,36085
21,1981,2,1,0.07427,36085
21,1981,5,1,0,36085
21,1981,9,30,0,36085
21,1982,1,1,0.83232,36085
21,1982,2,1,0.16768,36085
21,1982,5,1,0,36085
21,1982,9,30,0,36085
21,1983,1,1,0.85057,36085
21,1983,2,1,0.14943,36085
21,1983,5,1,0,36085
21,1983,9,30,0,36085
21,1984,1,1,0.92133,36085
21,1984,2,1,0.07867,36085
21,1984,5,1,0,36085
21,1984,9,30,0,36085
21,1985,1,1,0.93561,36085
21,1985,2,1,0.06439,36085
21,1985,5,1,0,36085
21,1985,9,30,0,36085
21,1986,1,1,0.99018,36085
21,1986,2,1,0.00982,36085
21,1986,5,1,0,36085
21,1986,9,30,0,36085
21,1987,1,1,0.97747,36085
21,1987,2,1,0.02253,36085
21,1987,5,1,0,36085
21,1987,9,30,0,36085
21,1988,1,1,0.99799,36085
21,1988,2,1,0.00201,36085
21,1988,5,1,0,36085
21,1988,9,30,0,36085
21,1989,1,1,0.99831,36085
21,1989,2,1,0.00169,36085
21,1989,5,1,0,36085
21,1989,9,30,0,36085
21,1990,1,1,0.99227,36085
21,1990,2,1,0.00773,36085
21,1990,5,1,0,36085
21,1990,9,30,0,36085
21,1991,1,1,0.98438,36085
21,1991,2,1,0.01563,36085
21,1991,5,1,0,36085
21,1991,9,30,0,36085
21,1992,1,1,0.99397,36085
21,1992,2,1,0.00603,36085
21,1992,5,1,0,36085
21,1992,9,30,0,36085
21,1993,1,1,0.99049,36085
21,1993,2,1,0.00951,36085
21,1993,5,1,0,36085
21,1993,9,30,0,36085
21,1994,1,1,0.99623,36085
21,1994,2,1,0.00323,36085
21,1994,5,1,5.4e-4,36085
21,1994,9,30,0,36085
21,1995,1,1,0.99214,36085
21,1995,2,1,0.00786,36085
21,1995,5,1,0,36085
21,1995,9,30,0,36085
21,1996,1,1,0.99614,36085
21,1996,2,1,0.00386,36085
21,1996,5,1,0,36085
21,1996,9,30,0,36085
21,1997,1,1,0.99784,36085
21,1997,2,1,0.00216,36085
21,1997,5,1,0,36085
21,1997,9,30,0,36085
21,1998,1,1,0.99677,36085
21,1998,2,1,0.00323,36085
21,1998,5,1,0,36085
21,1998,9,30,0,36085
21,1999,1,1,0.99663,36085
21,1999,2,1,0.00322,36085
21,1999,5,1,1.5e-4,36085
21,1999,9,30,0,36085
21,2000,1,1,0.99912,36085
21,2000,2,1,6.6e-4,36085
21,2000,5,1,1.1e-4,36085
21,2000,9,30,1.1e-4,36085
21,2001,1,1,0.99845,36085
21,2001,2,1,0.00135,36085
21,2001,5,1,0,36085
21,2001,9,30,2.1e-4,36085
21,2002,1,1,0.99737,36085
21,2002,2,1,0.0017,36085
21,2002,5,1,0,36085
21,2002,9,30,0.00093000000000000005,36085
21,2003,1,1,0.99858,36085
21,2003,2,1,0.00125,36085
21,2003,5,1,6e-5,36085
21,2003,9,30,1.2e-4,36085
21,2004,1,1,0.99846,36085
21,2004,2,1,0.00105,36085
21,2004,5,1,0,36085
21,2004,9,30,5e-4,36085
21,2005,1,1,0.99769,36085
21,2005,2,1,0.00222,36085
21,2005,5,1,0,36085
21,2005,9,30,9e-5,36085
21,2006,1,1,0.99766,36085
21,2006,2,1,0.00217,36085
21,2006,5,1,1.3e-4,36085
21,2006,9,30,4e-5,36085
21,2007,1,1,0.9987,36085
21,2007,2,1,8.3e-4,36085
21,2007,5,1,3.3e-4,36085
21,2007,9,30,1.3e-4,36085
21,2008,1,1,0.99935,36085
21,2008,2,1,3.1e-4,36085
21,2008,5,1,1.7e-4,36085
21,2008,9,30,1.7e-4,36085
21,2009,1,1,0.99914,36085
21,2009,2,1,6.8e-4,36085
21,2009,5,1,1e-4,36085
21,2009,9,30,7e-5,36085
21,2010,1,1,0.99903,36085
21,2010,2,1,7.5e-4,36085
21,2010,5,1,1.9e-4,36085
21,2010,9,30,3e-5,36085
21,2011,1,1,0.99716,36085
21,2011,2,1,0.00212,36085
21,2011,5,1,4.8e-4,36085
21,2011,9,30,2.4e-4,36085
21,2012,1,1,0.99633,36085
21,2012,2,1,0.00282,36085
21,2012,5,1,1.1e-4,36085
21,2012,9,30,7.3e-4,36085
21,2013,1,1,0.99389,36085
21,2013,2,1,0.00264,36085
21,2013,5,1,2.6e-4,36085
21,2013,9,30,0.00322,36085
21,2014,1,1,0.99087,36085
21,2014,2,1,0.00581,36085
21,2014,5,1,2.9e-4,36085
21,2014,9,30,0.00303,36085
21,2015,1,1,0.99281,36085
21,2015,2,1,0.0032,36085
21,2015,5,1,3.5e-4,36085
21,2015,9,30,0.00365,36085
21,2016,1,1,0.99282,36085
21,2016,2,1,7e-4,36085
21,2016,5,1,2.3e-4,36085
21,2016,9,30,0.00625,36085
21,2017,1,1,0.99306,36085
21,2017,2,1,5.1e-4,36085
21,2017,5,1,2.3e-4,36085
21,2017,9,30,0.0062,36085
21,2018,1,1,0.97694,36085
21,2018,2,1,3.6e-4,36085
21,2018,5,1,2e-4,36085
21,2018,9,30,0.02249,36085
21,2019,1,1,0.97988,36085
21,2019,2,1,1.3e-4,36085
21,2019,5,1,4.6e-4,36085
21,2019,9,30,0.01953,36085
21,2020,1,1,0.97393,36085
21,2020,2,1,4e-5,36085
21,2020,5,1,1.7e-4,36085
21,2020,9,30,0.02586,36085
21,2021,1,1,0.96154,36085
21,2021,2,1,0,36085
21,2021,5,1,4e-4,36085
21,2021,9,30,0.03806,36085
21,2022,1,1,0.95317,36085
21,2022,2,1,8e-5,36085
21,2022,5,1,1.2e-4,36085
21,2022,9,30,0.04663,36085
21,2023,1,1,0,36085
21,2023,2,1,0,36085
21,2023,5,1,0,36085
21,2023,9,30,0,36085
21,2024,1,1,0,36085
21,2024,2,1,0,36085
21,2024,5,1,0,36085
21,2024,9,30,0,36085
21,2025,1,1,0,36085
21,2025,2,1,0,36085
21,2025,5,1,0,36085
21,2025,9,30,0,36085
21,2026,1,1,0,36085
21,2026,2,1,0,36085
21,2026,5,1,0,36085
21,2026,9,30,0,36085
21,2027,1,1,0,36085
21,2027,2,1,0,36085
21,2027,5,1,0,36085
21,2027,9,30,0,36085
21,2028,1,1,0,36085
21,2028,2,1,0,36085
21,2028,5,1,0,36085
21,2028,9,30,0,36085
21,2029,1,1,0,36085
21,2029,2,1,0,36085
21,2029,5,1,0,36085
21,2029,9,30,0,36085
21,2030,1,1,0,36085
21,2030,2,1,0,36085
21,2030,5,1,0,36085
21,2030,9,30,0,36085
21,2031,1,1,0,36085
21,2031,2,1,0,36085
21,2031,5,1,0,36085
21,2031,9,30,0,36085
21,2032,1,1,0,36085
21,2032,2,1,0,36085
21,2032,5,1,0,36085
21,2032,9,30,0,36085
21,2033,1,1,0,36085
21,2033,2,1,0,36085
21,2033,5,1,0,36085
21,2033,9,30,0,36085
21,2034,1,1,0,36085
21,2034,2,1,0,36085
21,2034,5,1,0,36085
21,2034,9,30,0,36085
21,2035,1,1,0,36085
21,2035,2,1,0,36085
21,2035,5,1,0,36085
21,2035,9,30,0,36085
21,2036,1,1,0,36085
21,2036,2,1,0,36085
21,2036,5,1,0,36085
21,2036,9,30,0,36085
21,2037,1,1,0,36085
21,2037,2,1,0,36085
21,2037,5,1,0,36085
21,2037,9,30,0,36085
21,2038,1,1,0,36085
21,2038,2,1,0,36085
21,2038,5,1,0,36085
21,2038,9,30,0,36085
21,2039,1,1,0,36085
21,2039,2,1,0,36085
21,2039,5,1,0,36085
21,2039,9,30,0,36085
21,2040,1,1,0,36085
21,2040,2,1,0,36085
21,2040,5,1,0,36085
21,2040,9,30,0,36085
21,2041,1,1,0,36085
21,2041,2,1,0,36085
21,2041,5,1,0,36085
21,2041,9,30,0,36085
21,2042,1,1,0,36085
21,2042,2,1,0,36085
21,2042,5,1,0,36085
21,2042,9,30,0,36085
21,2043,1,1,0,36085
21,2043,2,1,0,36085
21,2043,5,1,0,36085
21,2043,9,30,0,36085
21,2044,1,1,0,36085
21,2044,2,1,0,36085
21,2044,5,1,0,36085
21,2044,9,30,0,36085
21,2045,1,1,0,36085
21,2045,2,1,0,36085
21,2045,5,1,0,36085
21,2045,9,30,0,36085
21,2046,1,1,0,36085
21,2046,2,1,0,36085
21,2046,5,1,0,36085
21,2046,9,30,0,36085
21,2047,1,1,0,36085
21,2047,2,1,0,36085
21,2047,5,1,0,36085
21,2047,9,30,0,36085
21,2048,1,1,0,36085
21,2048,2,1,0,36085
21,2048,5,1,0,36085
21,2048,9,30,0,36085
21,2049,1,1,0,36085
21,2049,2,1,0,36085
21,2049,5,1,0,36085
21,2049,9,30,0,36085
21,2050,1,1,0,36085
21,2050,2,1,0,36085
21,2050,5,1,0,36085
21,2050,9,30,0,36085
21,2051,1,1,0,36085
21,2051,2,1,0,36085
21,2051,5,1,0,36085
21,2051,9,30,0,36085
21,2052,1,1,0,36085
21,2052,2,1,0,36085
21,2052,5,1,0,36085
21,2052,9,30,0,36085
21,2053,1,1,0,36085
21,2053,2,1,0,36085
21,2053,5,1,0,36085
21,2053,9,30,0,36085
21,2054,1,1,0,36085
21,2054,2,1,0,36085
21,2054,5,1,0,36085
21,2054,9,30,0,36085
21,2055,1,1,0,36085
21,2055,2,1,0,36085
21,2055,5,1,0,36085
21,2055,9,30,0,36085
21,2056,1,1,0,36085
21,2056,2,1,0,36085
21,2056,5,1,0,36085
21,2056,9,30,0,36085
21,2057,1,1,0,36085
21,2057,2,1,0,36085
21,2057,5,1,0,36085
21,2057,9,30,0,36085
21,2058,1,1,0,36085
21,2058,2,1,0,36085
21,2058,5,1,0,36085
21,2058,9,30,0,36085
21,2059,1,1,0,36085
21,2059,2,1,0,36085
21,2059,5,1,0,36085
21,2059,9,30,0,36085
21,2060,1,1,0,36085
21,2060,2,1,0,36085
21,2060,5,1,0,36085
21,2060,9,30,0,36085
31,1960,1,1,1,36085
31,1960,2,1,0,36085
31,1960,5,1,0,36085
31,1960,9,30,0,36085
31,1961,1,1,1,36085
31,1961,2,1,0,36085
31,1961,5,1,0,36085
31,1961,9,30,0,36085
31,1962,1,1,1,36085
31,1962,2,1,0,36085
31,1962,5,1,0,36085
31,1962,9,30,0,36085
31,1963,1,1,0.9,36085
31,1963,2,1,0,36085
31,1963,5,1,0,36085
31,1963,9,30,0.1,36085
31,1964,1,1,1,36085
31,1964,2,1,0,36085
31,1964,5,1,0,36085
31,1964,9,30,0,36085
31,1965,1,1,1,36085
31,1965,2,1,0,36085
31,1965,5,1,0,36085
31,1965,9,30,0,36085
31,1966,1,1,1,36085
31,1966,2,1,0,36085
31,1966,5,1,0,36085
31,1966,9,30,0,36085
31,1967,1,1,1,36085
31,1967,2,1,0,36085
31,1967,5,1,0,36085
31,1967,9,30,0,36085
31,1968,1,1,0.96875,36085
31,1968,2,1,0.03125,36085
31,1968,5,1,0,36085
31,1968,9,30,0,36085
31,1969,1,1,1,36085
31,1969,2,1,0,36085
31,1969,5,1,0,36085
31,1969,9,30,0,36085
31,1970,1,1,1,36085
31,1970,2,1,0,36085
31,1970,5,1,0,36085
31,1970,9,30,0,36085
31,1971,1,1,0.97222,36085
31,1971,2,1,0.02778,36085
31,1971,5,1,0,36085
31,1971,9,30,0,36085
31,1972,1,1,1,36085
31,1972,2,1,0,36085
31,1972,5,1,0,36085
31,1972,9,30,0,36085
31,1973,1,1,1,36085
31,1973,2,1,0,36085
31,1973,5,1,0,36085
31,1973,9,30,0,36085
31,1974,1,1,1,36085
31,1974,2,1,0,36085
31,1974,5,1,0,36085
31,1974,9,30,0,36085
31,1975,1,1,1,36085
31,1975,2,1,0,36085
31,1975,5,1,0,36085
31,1975,9,30,0,36085
31,1976,1,1,1,36085
31,1976,2,1,0,36085
31,1976,5,1,0,36085
31,1976,9,30,0,36085
31,1977,1,1,1,36085
31,1977,2,1,0,36085
31,1977,5,1,0,36085
31,1977,9,30,0,36085
31,1978,1,1,0.9661,36085
31,1978,2,1,0.01695,36085
31,1978,5,1,0.01695,36085
31,1978,9,30,0,36085
31,1979,1,1,0.94915,36085
31,1979,2,1,0.05085,36085
31,1979,5,1,0,36085
31,1979,9,30,0,36085
31,1980,1,1,0.97297,36085
31,1980,2,1,0.02703,36085
31,1980,5,1,0,36085
31,1980,9,30,0,36085
31,1981,1,1,0.90541,36085
31,1981,2,1,0.09459,36085
31,1981,5,1,0,36085
31,1981,9,30,0,36085
31,1982,1,1,0.77273,36085
31,1982,2,1,0.22727,36085
31,1982,5,1,0,36085
31,1982,9,30,0,36085
31,1983,1,1,0.89247,36085
31,1983,2,1,0.10753,36085
31,1983,5,1,0,36085
31,1983,9,30,0,36085
31,1984,1,1,0.89076,36085
31,1984,2,1,0.10924,36085
31,1984,5,1,0,36085
31,1984,9,30,0,36085
31,1985,1,1,0.83158,36085
31,1985,2,1,0.16842,36085
31,1985,5,1,0,36085
31,1985,9,30,0,36085
31,1986,1,1,0.9375,36085
31,1986,2,1,0.0625,36085
31,1986,5,1,0,36085
31,1986,9,30,0,36085
31,1987,1,1,0.93536,36085
31,1987,2,1,0.06464,36085
31,1987,5,1,0,36085
31,1987,9,30,0,36085
31,1988,1,1,0.95395,36085
31,1988,2,1,0.04605,36085
31,1988,5,1,0,36085
31,1988,9,30,0,36085
31,1989,1,1,0.96524,36085
31,1989,2,1,0.03476,36085
31,1989,5,1,0,36085
31,1989,9,30,0,36085
31,1990,1,1,0.94322,36085
31,1990,2,1,0.05678,36085
31,1990,5,1,0,36085
31,1990,9,30,0,36085
31,1991,1,1,0.95265,36085
31,1991,2,1,0.04735,36085
31,1991,5,1,0,36085
31,1991,9,30,0,36085
31,1992,1,1,0.93211,36085
31,1992,2,1,0.06789,36085
31,1992,5,1,0,36085
31,1992,9,30,0,36085
31,1993,1,1,0.96996,36085
31,1993,2,1,0.03004,36085
31,1993,5,1,0,36085
31,1993,9,30,0,36085
31,1994,1,1,0.97497,36085
31,1994,2,1,0.02503,36085
31,1994,5,1,0,36085
31,1994,9,30,0,36085
31,1995,1,1,0.97143,36085
31,1995,2,1,0.02857,36085
31,1995,5,1,0,36085
31,1995,9,30,0,36085
31,1996,1,1,0.97968,36085
31,1996,2,1,0.02032,36085
31,1996,5,1,0,36085
31,1996,9,30,0,36085
31,1997,1,1,0.97954,36085
31,1997,2,1,0.02046,36085
31,1997,5,1,0,36085
31,1997,9,30,0,36085
31,1998,1,1,0.99149,36085
31,1998,2,1,0.00851,36085
31,1998,5,1,0,36085
31,1998,9,30,0,36085
31,1999,1,1,0.98727,36085
31,1999,2,1,0.01273,36085
31,1999,5,1,0,36085
31,1999,9,30,0,36085
31,2000,1,1,0.98971,36085
31,2000,2,1,0.01015,36085
31,2000,5,1,1.4e-4,36085
31,2000,9,30,0,36085
31,2001,1,1,0.99107,36085
31,2001,2,1,0.00871,36085
31,2001,5,1,1.1e-4,36085
31,2001,9,30,1.1e-4,36085
31,2002,1,1,0.99313,36085
31,2002,2,1,0.00673,36085
31,2002,5,1,1.4e-4,36085
31,2002,9,30,0,36085
31,2003,1,1,0.99244,36085
31,2003,2,1,0.00745,36085
31,2003,5,1,1.1e-4,36085
31,2003,9,30,0,36085
31,2004,1,1,0.99386,36085
31,2004,2,1,0.00606,36085
31,2004,5,1,8e-5,36085
31,2004,9,30,0,36085
31,2005,1,1,0.99267,36085
31,2005,2,1,0.00726,36085
31,2005,5,1,3e-5,36085
31,2005,9,30,3e-5,36085
31,2006,1,1,0.99209,36085
31,2006,2,1,0.00785,36085
31,2006,5,1,6e-5,36085
31,2006,9,30,0,36085
31,2007,1,1,0.99505999999999994,36085
31,2007,2,1,0.00471,36085
31,2007,5,1,2.3e-4,36085
31,2007,9,30,0,36085
31,2008,1,1,0.99269,36085
31,2008,2,1,0.0071,36085
31,2008,5,1,2.1e-4,36085
31,2008,9,30,0,36085
31,2009,1,1,0.99502,36085
31,2009,2,1,0.00451,36085
31,2009,5,1,4.8e-4,36085
31,2009,9,30,0,36085
31,2010,1,1,0.99403,36085
31,2010,2,1,0.00553,36085
31,2010,5,1,3.7e-4,36085
31,2010,9,30,6e-5,36085
31,2011,1,1,0.99261,36085
31,2011,2,1,0.00693,36085
31,2011,5,1,4.3e-4,36085
31,2011,9,30,2e-5,36085
31,2012,1,1,0.98824,36085
31,2012,2,1,0.01098,36085
31,2012,5,1,7.3e-4,36085
31,2012,9,30,5e-5,36085
31,2013,1,1,0.99149,36085
31,2013,2,1,0.0079,36085
31,2013,5,1,6.1e-4,36085
31,2013,9,30,0,36085
31,2014,1,1,0.98717,36085
31,2014,2,1,0.01174,36085
31,2014,5,1,0.0011,36085
31,2014,9,30,0,36085
31,2015,1,1,0.98891,36085
31,2015,2,1,0.00981,36085
31,2015,5,1,0.00127,36085
31,2015,9,30,2e-5,36085
31,2016,1,1,0.99082,36085
31,2016,2,1,0.00707,36085
31,2016,5,1,5.7e-4,36085
31,2016,9,30,0.00154,36085
31,2017,1,1,0.99364,36085
