sourceTypeID,monthID,roadTypeID,dayID,dayVMTFraction,FIP
43,6,5,5,0.762365,36085
43,7,1,2,0.237635,36085
43,7,1,5,0.762365,36085
43,7,2,2,0.27882,36085
43,7,2,5,0.72118,36085
43,7,3,2,0.27882,36085
43,7,3,5,0.72118,36085
43,7,4,2,0.237635,36085
43,7,4,5,0.762365,36085
43,7,5,2,0.237635,36085
43,7,5,5,0.762365,36085
43,8,1,2,0.237635,36085
43,8,1,5,0.762365,36085
43,8,2,2,0.27882,36085
43,8,2,5,0.72118,36085
43,8,3,2,0.27882,36085
43,8,3,5,0.72118,36085
43,8,4,2,0.237635,36085
43,8,4,5,0.762365,36085
43,8,5,2,0.237635,36085
43,8,5,5,0.762365,36085
43,9,1,2,0.237635,36085
43,9,1,5,0.762365,36085
43,9,2,2,0.27882,36085
43,9,2,5,0.72118,36085
43,9,3,2,0.27882,36085
43,9,3,5,0.72118,36085
43,9,4,2,0.237635,36085
43,9,4,5,0.762365,36085
43,9,5,2,0.237635,36085
43,9,5,5,0.762365,36085
43,10,1,2,0.237635,36085
43,10,1,5,0.762365,36085
43,10,2,2,0.27882,36085
43,10,2,5,0.72118,36085
43,10,3,2,0.27882,36085
43,10,3,5,0.72118,36085
43,10,4,2,0.237635,36085
43,10,4,5,0.762365,36085
43,10,5,2,0.237635,36085
43,10,5,5,0.762365,36085
43,11,1,2,0.237635,36085
43,11,1,5,0.762365,36085
43,11,2,2,0.27882,36085
43,11,2,5,0.72118,36085
43,11,3,2,0.27882,36085
43,11,3,5,0.72118,36085
43,11,4,2,0.237635,36085
43,11,4,5,0.762365,36085
43,11,5,2,0.237635,36085
43,11,5,5,0.762365,36085
43,12,1,2,0.237635,36085
43,12,1,5,0.762365,36085
43,12,2,2,0.27882,36085
43,12,2,5,0.72118,36085
43,12,3,2,0.27882,36085
43,12,3,5,0.72118,36085
43,12,4,2,0.237635,36085
43,12,4,5,0.762365,36085
43,12,5,2,0.237635,36085
43,12,5,5,0.762365,36085
51,1,1,2,0.237635,36085
51,1,1,5,0.762365,36085
51,1,2,2,0.27882,36085
51,1,2,5,0.72118,36085
51,1,3,2,0.27882,36085
51,1,3,5,0.72118,36085
51,1,4,2,0.237635,36085
51,1,4,5,0.762365,36085
51,1,5,2,0.237635,36085
51,1,5,5,0.762365,36085
51,2,1,2,0.237635,36085
51,2,1,5,0.762365,36085
51,2,2,2,0.27882,36085
51,2,2,5,0.72118,36085
51,2,3,2,0.27882,36085
51,2,3,5,0.72118,36085
51,2,4,2,0.237635,36085
51,2,4,5,0.762365,36085
51,2,5,2,0.237635,36085
51,2,5,5,0.762365,36085
51,3,1,2,0.237635,36085
51,3,1,5,0.762365,36085
51,3,2,2,0.27882,36085
51,3,2,5,0.72118,36085
51,3,3,2,0.27882,36085
51,3,3,5,0.72118,36085
51,3,4,2,0.237635,36085
51,3,4,5,0.762365,36085
51,3,5,2,0.237635,36085
51,3,5,5,0.762365,36085
51,4,1,2,0.237635,36085
51,4,1,5,0.762365,36085
51,4,2,2,0.27882,36085
51,4,2,5,0.72118,36085
51,4,3,2,0.27882,36085
51,4,3,5,0.72118,36085
51,4,4,2,0.237635,36085
51,4,4,5,0.762365,36085
51,4,5,2,0.237635,36085
51,4,5,5,0.762365,36085
51,5,1,2,0.237635,36085
51,5,1,5,0.762365,36085
51,5,2,2,0.27882,36085
51,5,2,5,0.72118,36085
51,5,3,2,0.27882,36085
51,5,3,5,0.72118,36085
51,5,4,2,0.237635,36085
51,5,4,5,0.762365,36085
51,5,5,2,0.237635,36085
51,5,5,5,0.762365,36085
51,6,1,2,0.237635,36085
51,6,1,5,0.762365,36085
51,6,2,2,0.27882,36085
51,6,2,5,0.72118,36085
51,6,3,2,0.27882,36085
51,6,3,5,0.72118,36085
51,6,4,2,0.237635,36085
51,6,4,5,0.762365,36085
51,6,5,2,0.237635,36085
51,6,5,5,0.762365,36085
51,7,1,2,0.237635,36085
51,7,1,5,0.762365,36085
51,7,2,2,0.27882,36085
51,7,2,5,0.72118,36085
51,7,3,2,0.27882,36085
51,7,3,5,0.72118,36085
51,7,4,2,0.237635,36085
51,7,4,5,0.762365,36085
51,7,5,2,0.237635,36085
51,7,5,5,0.762365,36085
51,8,1,2,0.237635,36085
51,8,1,5,0.762365,36085
51,8,2,2,0.27882,36085
51,8,2,5,0.72118,36085
51,8,3,2,0.27882,36085
51,8,3,5,0.72118,36085
51,8,4,2,0.237635,36085
51,8,4,5,0.762365,36085
51,8,5,2,0.237635,36085
51,8,5,5,0.762365,36085
51,9,1,2,0.237635,36085
51,9,1,5,0.762365,36085
51,9,2,2,0.27882,36085
51,9,2,5,0.72118,36085
51,9,3,2,0.27882,36085
51,9,3,5,0.72118,36085
51,9,4,2,0.237635,36085
51,9,4,5,0.762365,36085
51,9,5,2,0.237635,36085
51,9,5,5,0.762365,36085
51,10,1,2,0.237635,36085
51,10,1,5,0.762365,36085
51,10,2,2,0.27882,36085
51,10,2,5,0.72118,36085
51,10,3,2,0.27882,36085
51,10,3,5,0.72118,36085
51,10,4,2,0.237635,36085
51,10,4,5,0.762365,36085
51,10,5,2,0.237635,36085
51,10,5,5,0.762365,36085
51,11,1,2,0.237635,36085
51,11,1,5,0.762365,36085
51,11,2,2,0.27882,36085
51,11,2,5,0.72118,36085
51,11,3,2,0.27882,36085
51,11,3,5,0.72118,36085
51,11,4,2,0.237635,36085
51,11,4,5,0.762365,36085
51,11,5,2,0.237635,36085
51,11,5,5,0.762365,36085
51,12,1,2,0.237635,36085
51,12,1,5,0.762365,36085
51,12,2,2,0.27882,36085
51,12,2,5,0.72118,36085
51,12,3,2,0.27882,36085
51,12,3,5,0.72118,36085
51,12,4,2,0.237635,36085
51,12,4,5,0.762365,36085
51,12,5,2,0.237635,36085
51,12,5,5,0.762365,36085
52,1,1,2,0.237635,36085
52,1,1,5,0.762365,36085
52,1,2,2,0.27882,36085
52,1,2,5,0.72118,36085
52,1,3,2,0.27882,36085
52,1,3,5,0.72118,36085
52,1,4,2,0.237635,36085
52,1,4,5,0.762365,36085
52,1,5,2,0.237635,36085
52,1,5,5,0.762365,36085
52,2,1,2,0.237635,36085
52,2,1,5,0.762365,36085
52,2,2,2,0.27882,36085
52,2,2,5,0.72118,36085
52,2,3,2,0.27882,36085
52,2,3,5,0.72118,36085
52,2,4,2,0.237635,36085
52,2,4,5,0.762365,36085
52,2,5,2,0.237635,36085
52,2,5,5,0.762365,36085
52,3,1,2,0.237635,36085
52,3,1,5,0.762365,36085
52,3,2,2,0.27882,36085
52,3,2,5,0.72118,36085
52,3,3,2,0.27882,36085
52,3,3,5,0.72118,36085
52,3,4,2,0.237635,36085
52,3,4,5,0.762365,36085
52,3,5,2,0.237635,36085
52,3,5,5,0.762365,36085
52,4,1,2,0.237635,36085
52,4,1,5,0.762365,36085
52,4,2,2,0.27882,36085
52,4,2,5,0.72118,36085
52,4,3,2,0.27882,36085
52,4,3,5,0.72118,36085
52,4,4,2,0.237635,36085
52,4,4,5,0.762365,36085
52,4,5,2,0.237635,36085
52,4,5,5,0.762365,36085
52,5,1,2,0.237635,36085
52,5,1,5,0.762365,36085
52,5,2,2,0.27882,36085
52,5,2,5,0.72118,36085
52,5,3,2,0.27882,36085
52,5,3,5,0.72118,36085
52,5,4,2,0.237635,36085
52,5,4,5,0.762365,36085
52,5,5,2,0.237635,36085
52,5,5,5,0.762365,36085
52,6,1,2,0.237635,36085
52,6,1,5,0.762365,36085
52,6,2,2,0.27882,36085
52,6,2,5,0.72118,36085
52,6,3,2,0.27882,36085
52,6,3,5,0.72118,36085
52,6,4,2,0.237635,36085
52,6,4,5,0.762365,36085
52,6,5,2,0.237635,36085
52,6,5,5,0.762365,36085
52,7,1,2,0.237635,36085
52,7,1,5,0.762365,36085
52,7,2,2,0.27882,36085
52,7,2,5,0.72118,36085
52,7,3,2,0.27882,36085
52,7,3,5,0.72118,36085
52,7,4,2,0.237635,36085
52,7,4,5,0.762365,36085
52,7,5,2,0.237635,36085
52,7,5,5,0.762365,36085
52,8,1,2,0.237635,36085
52,8,1,5,0.762365,36085
52,8,2,2,0.27882,36085
52,8,2,5,0.72118,36085
52,8,3,2,0.27882,36085
52,8,3,5,0.72118,36085
52,8,4,2,0.237635,36085
52,8,4,5,0.762365,36085
52,8,5,2,0.237635,36085
52,8,5,5,0.762365,36085
52,9,1,2,0.237635,36085
52,9,1,5,0.762365,36085
52,9,2,2,0.27882,36085
52,9,2,5,0.72118,36085
52,9,3,2,0.27882,36085
52,9,3,5,0.72118,36085
52,9,4,2,0.237635,36085
52,9,4,5,0.762365,36085
52,9,5,2,0.237635,36085
52,9,5,5,0.762365,36085
52,10,1,2,0.237635,36085
52,10,1,5,0.762365,36085
52,10,2,2,0.27882,36085
52,10,2,5,0.72118,36085
52,10,3,2,0.27882,36085
52,10,3,5,0.72118,36085
52,10,4,2,0.237635,36085
52,10,4,5,0.762365,36085
52,10,5,2,0.237635,36085
52,10,5,5,0.762365,36085
52,11,1,2,0.237635,36085
52,11,1,5,0.762365,36085
52,11,2,2,0.27882,36085
52,11,2,5,0.72118,36085
52,11,3,2,0.27882,36085
52,11,3,5,0.72118,36085
52,11,4,2,0.237635,36085
52,11,4,5,0.762365,36085
52,11,5,2,0.237635,36085
52,11,5,5,0.762365,36085
52,12,1,2,0.237635,36085
52,12,1,5,0.762365,36085
52,12,2,2,0.27882,36085
52,12,2,5,0.72118,36085
52,12,3,2,0.27882,36085
52,12,3,5,0.72118,36085
52,12,4,2,0.237635,36085
52,12,4,5,0.762365,36085
52,12,5,2,0.237635,36085
52,12,5,5,0.762365,36085
53,1,1,2,0.237635,36085
53,1,1,5,0.762365,36085
53,1,2,2,0.27882,36085
53,1,2,5,0.72118,36085
53,1,3,2,0.27882,36085
53,1,3,5,0.72118,36085
53,1,4,2,0.237635,36085
53,1,4,5,0.762365,36085
53,1,5,2,0.237635,36085
53,1,5,5,0.762365,36085
53,2,1,2,0.237635,36085
53,2,1,5,0.762365,36085
53,2,2,2,0.27882,36085
53,2,2,5,0.72118,36085
53,2,3,2,0.27882,36085
53,2,3,5,0.72118,36085
53,2,4,2,0.237635,36085
53,2,4,5,0.762365,36085
53,2,5,2,0.237635,36085
53,2,5,5,0.762365,36085
53,3,1,2,0.237635,36085
53,3,1,5,0.762365,36085
53,3,2,2,0.27882,36085
53,3,2,5,0.72118,36085
53,3,3,2,0.27882,36085
53,3,3,5,0.72118,36085
53,3,4,2,0.237635,36085
53,3,4,5,0.762365,36085
53,3,5,2,0.237635,36085
53,3,5,5,0.762365,36085
53,4,1,2,0.237635,36085
53,4,1,5,0.762365,36085
53,4,2,2,0.27882,36085
53,4,2,5,0.72118,36085
53,4,3,2,0.27882,36085
53,4,3,5,0.72118,36085
53,4,4,2,0.237635,36085
53,4,4,5,0.762365,36085
53,4,5,2,0.237635,36085
53,4,5,5,0.762365,36085
53,5,1,2,0.237635,36085
53,5,1,5,0.762365,36085
53,5,2,2,0.27882,36085
53,5,2,5,0.72118,36085
53,5,3,2,0.27882,36085
53,5,3,5,0.72118,36085
53,5,4,2,0.237635,36085
53,5,4,5,0.762365,36085
53,5,5,2,0.237635,36085
53,5,5,5,0.762365,36085
53,6,1,2,0.237635,36085
53,6,1,5,0.762365,36085
53,6,2,2,0.27882,36085
53,6,2,5,0.72118,36085
53,6,3,2,0.27882,36085
53,6,3,5,0.72118,36085
53,6,4,2,0.237635,36085
53,6,4,5,0.762365,36085
53,6,5,2,0.237635,36085
53,6,5,5,0.762365,36085
53,7,1,2,0.237635,36085
53,7,1,5,0.762365,36085
53,7,2,2,0.27882,36085
53,7,2,5,0.72118,36085
53,7,3,2,0.27882,36085
53,7,3,5,0.72118,36085
53,7,4,2,0.237635,36085
53,7,4,5,0.762365,36085
53,7,5,2,0.237635,36085
53,7,5,5,0.762365,36085
53,8,1,2,0.237635,36085
53,8,1,5,0.762365,36085
53,8,2,2,0.27882,36085
53,8,2,5,0.72118,36085
53,8,3,2,0.27882,36085
53,8,3,5,0.72118,36085
53,8,4,2,0.237635,36085
53,8,4,5,0.762365,36085
53,8,5,2,0.237635,36085
53,8,5,5,0.762365,36085
53,9,1,2,0.237635,36085
53,9,1,5,0.762365,36085
53,9,2,2,0.27882,36085
53,9,2,5,0.72118,36085
53,9,3,2,0.27882,36085
53,9,3,5,0.72118,36085
53,9,4,2,0.237635,36085
53,9,4,5,0.762365,36085
53,9,5,2,0.237635,36085
53,9,5,5,0.762365,36085
53,10,1,2,0.237635,36085
53,10,1,5,0.762365,36085
53,10,2,2,0.27882,36085
53,10,2,5,0.72118,36085
53,10,3,2,0.27882,36085
53,10,3,5,0.72118,36085
53,10,4,2,0.237635,36085
53,10,4,5,0.762365,36085
53,10,5,2,0.237635,36085
53,10,5,5,0.762365,36085
53,11,1,2,0.237635,36085
53,11,1,5,0.762365,36085
53,11,2,2,0.27882,36085
53,11,2,5,0.72118,36085
53,11,3,2,0.27882,36085
53,11,3,5,0.72118,36085
53,11,4,2,0.237635,36085
53,11,4,5,0.762365,36085
53,11,5,2,0.237635,36085
53,11,5,5,0.762365,36085
53,12,1,2,0.237635,36085
53,12,1,5,0.762365,36085
53,12,2,2,0.27882,36085
53,12,2,5,0.72118,36085
53,12,3,2,0.27882,36085
53,12,3,5,0.72118,36085
53,12,4,2,0.237635,36085
53,12,4,5,0.762365,36085
53,12,5,2,0.237635,36085
53,12,5,5,0.762365,36085
54,1,1,2,0.237635,36085
54,1,1,5,0.762365,36085
54,1,2,2,0.27882,36085
54,1,2,5,0.72118,36085
54,1,3,2,0.27882,36085
54,1,3,5,0.72118,36085
54,1,4,2,0.237635,36085
54,1,4,5,0.762365,36085
54,1,5,2,0.237635,36085
54,1,5,5,0.762365,36085
54,2,1,2,0.237635,36085
54,2,1,5,0.762365,36085
54,2,2,2,0.27882,36085
54,2,2,5,0.72118,36085
54,2,3,2,0.27882,36085
54,2,3,5,0.72118,36085
54,2,4,2,0.237635,36085
54,2,4,5,0.762365,36085
54,2,5,2,0.237635,36085
54,2,5,5,0.762365,36085
54,3,1,2,0.237635,36085
54,3,1,5,0.762365,36085
54,3,2,2,0.27882,36085
54,3,2,5,0.72118,36085
54,3,3,2,0.27882,36085
54,3,3,5,0.72118,36085
54,3,4,2,0.237635,36085
54,3,4,5,0.762365,36085
54,3,5,2,0.237635,36085
54,3,5,5,0.762365,36085
54,4,1,2,0.237635,36085
54,4,1,5,0.762365,36085
54,4,2,2,0.27882,36085
54,4,2,5,0.72118,36085
54,4,3,2,0.27882,36085
54,4,3,5,0.72118,36085
54,4,4,2,0.237635,36085
54,4,4,5,0.762365,36085
54,4,5,2,0.237635,36085
54,4,5,5,0.762365,36085
54,5,1,2,0.237635,36085
54,5,1,5,0.762365,36085
54,5,2,2,0.27882,36085
54,5,2,5,0.72118,36085
54,5,3,2,0.27882,36085
54,5,3,5,0.72118,36085
54,5,4,2,0.237635,36085
54,5,4,5,0.762365,36085
54,5,5,2,0.237635,36085
54,5,5,5,0.762365,36085
54,6,1,2,0.237635,36085
54,6,1,5,0.762365,36085
54,6,2,2,0.27882,36085
54,6,2,5,0.72118,36085
54,6,3,2,0.27882,36085
54,6,3,5,0.72118,36085
54,6,4,2,0.237635,36085
54,6,4,5,0.762365,36085
54,6,5,2,0.237635,36085
54,6,5,5,0.762365,36085
54,7,1,2,0.237635,36085
54,7,1,5,0.762365,36085
54,7,2,2,0.27882,36085
54,7,2,5,0.72118,36085
54,7,3,2,0.27882,36085
54,7,3,5,0.72118,36085
54,7,4,2,0.237635,36085
54,7,4,5,0.762365,36085
54,7,5,2,0.237635,36085
54,7,5,5,0.762365,36085
54,8,1,2,0.237635,36085
54,8,1,5,0.762365,36085
54,8,2,2,0.27882,36085
54,8,2,5,0.72118,36085
54,8,3,2,0.27882,36085
54,8,3,5,0.72118,36085
54,8,4,2,0.237635,36085
54,8,4,5,0.762365,36085
54,8,5,2,0.237635,36085
54,8,5,5,0.762365,36085
54,9,1,2,0.237635,36085
54,9,1,5,0.762365,36085
54,9,2,2,0.27882,36085
54,9,2,5,0.72118,36085
54,9,3,2,0.27882,36085
54,9,3,5,0.72118,36085
54,9,4,2,0.237635,36085
54,9,4,5,0.762365,36085
54,9,5,2,0.237635,36085
54,9,5,5,0.762365,36085
54,10,1,2,0.237635,36085
54,10,1,5,0.762365,36085
54,10,2,2,0.27882,36085
54,10,2,5,0.72118,36085
54,10,3,2,0.27882,36085
54,10,3,5,0.72118,36085
54,10,4,2,0.237635,36085
54,10,4,5,0.762365,36085
54,10,5,2,0.237635,36085
54,10,5,5,0.762365,36085
54,11,1,2,0.237635,36085
54,11,1,5,0.762365,36085
54,11,2,2,0.27882,36085
54,11,2,5,0.72118,36085
54,11,3,2,0.27882,36085
54,11,3,5,0.72118,36085
54,11,4,2,0.237635,36085
54,11,4,5,0.762365,36085
54,11,5,2,0.237635,36085
54,11,5,5,0.762365,36085
54,12,1,2,0.237635,36085
54,12,1,5,0.762365,36085
54,12,2,2,0.27882,36085
54,12,2,5,0.72118,36085
54,12,3,2,0.27882,36085
54,12,3,5,0.72118,36085
54,12,4,2,0.237635,36085
54,12,4,5,0.762365,36085
54,12,5,2,0.237635,36085
54,12,5,5,0.762365,36085
61,1,1,2,0.237635,36085
61,1,1,5,0.762365,36085
61,1,2,2,0.27882,36085
61,1,2,5,0.72118,36085
61,1,3,2,0.27882,36085
61,1,3,5,0.72118,36085
61,1,4,2,0.237635,36085
61,1,4,5,0.762365,36085
61,1,5,2,0.237635,36085
61,1,5,5,0.762365,36085
61,2,1,2,0.237635,36085
61,2,1,5,0.762365,36085
61,2,2,2,0.27882,36085
61,2,2,5,0.72118,36085
61,2,3,2,0.27882,36085
61,2,3,5,0.72118,36085
61,2,4,2,0.237635,36085
61,2,4,5,0.762365,36085
61,2,5,2,0.237635,36085
61,2,5,5,0.762365,36085
61,3,1,2,0.237635,36085
61,3,1,5,0.762365,36085
61,3,2,2,0.27882,36085
61,3,2,5,0.72118,36085
61,3,3,2,0.27882,36085
61,3,3,5,0.72118,36085
61,3,4,2,0.237635,36085
61,3,4,5,0.762365,36085
61,3,5,2,0.237635,36085
61,3,5,5,0.762365,36085
61,4,1,2,0.237635,36085
61,4,1,5,0.762365,36085
61,4,2,2,0.27882,36085
61,4,2,5,0.72118,36085
61,4,3,2,0.27882,36085
61,4,3,5,0.72118,36085
61,4,4,2,0.237635,36085
61,4,4,5,0.762365,36085
61,4,5,2,0.237635,36085
61,4,5,5,0.762365,36085
61,5,1,2,0.237635,36085
61,5,1,5,0.762365,36085
61,5,2,2,0.27882,36085
61,5,2,5,0.72118,36085
61,5,3,2,0.27882,36085
61,5,3,5,0.72118,36085
61,5,4,2,0.237635,36085
61,5,4,5,0.762365,36085
61,5,5,2,0.237635,36085
61,5,5,5,0.762365,36085
61,6,1,2,0.237635,36085
61,6,1,5,0.762365,36085
61,6,2,2,0.27882,36085
61,6,2,5,0.72118,36085
61,6,3,2,0.27882,36085
61,6,3,5,0.72118,36085
61,6,4,2,0.237635,36085
61,6,4,5,0.762365,36085
61,6,5,2,0.237635,36085
61,6,5,5,0.762365,36085
61,7,1,2,0.237635,36085
61,7,1,5,0.762365,36085
61,7,2,2,0.27882,36085
61,7,2,5,0.72118,36085
61,7,3,2,0.27882,36085
61,7,3,5,0.72118,36085
61,7,4,2,0.237635,36085
61,7,4,5,0.762365,36085
61,7,5,2,0.237635,36085
61,7,5,5,0.762365,36085
61,8,1,2,0.237635,36085
61,8,1,5,0.762365,36085
61,8,2,2,0.27882,36085
61,8,2,5,0.72118,36085
61,8,3,2,0.27882,36085
61,8,3,5,0.72118,36085
61,8,4,2,0.237635,36085
61,8,4,5,0.762365,36085
61,8,5,2,0.237635,36085
61,8,5,5,0.762365,36085
61,9,1,2,0.237635,36085
61,9,1,5,0.762365,36085
61,9,2,2,0.27882,36085
61,9,2,5,0.72118,36085
61,9,3,2,0.27882,36085
61,9,3,5,0.72118,36085
61,9,4,2,0.237635,36085
61,9,4,5,0.762365,36085
61,9,5,2,0.237635,36085
61,9,5,5,0.762365,36085
61,10,1,2,0.237635,36085
61,10,1,5,0.762365,36085
61,10,2,2,0.27882,36085
61,10,2,5,0.72118,36085
61,10,3,2,0.27882,36085
61,10,3,5,0.72118,36085
61,10,4,2,0.237635,36085
61,10,4,5,0.762365,36085
61,10,5,2,0.237635,36085
61,10,5,5,0.762365,36085
61,11,1,2,0.237635,36085
61,11,1,5,0.762365,36085
61,11,2,2,0.27882,36085
61,11,2,5,0.72118,36085
61,11,3,2,0.27882,36085
61,11,3,5,0.72118,36085
61,11,4,2,0.237635,36085
61,11,4,5,0.762365,36085
61,11,5,2,0.237635,36085
61,11,5,5,0.762365,36085
61,12,1,2,0.237635,36085
61,12,1,5,0.762365,36085
61,12,2,2,0.27882,36085
61,12,2,5,0.72118,36085
61,12,3,2,0.27882,36085
61,12,3,5,0.72118,36085
61,12,4,2,0.237635,36085
61,12,4,5,0.762365,36085
61,12,5,2,0.237635,36085
61,12,5,5,0.762365,36085
62,1,1,2,0.237635,36085
62,1,1,5,0.762365,36085
62,1,2,2,0.27882,36085
62,1,2,5,0.72118,36085
62,1,3,2,0.27882,36085
62,1,3,5,0.72118,36085
62,1,4,2,0.237635,36085
62,1,4,5,0.762365,36085
62,1,5,2,0.237635,36085
62,1,5,5,0.762365,36085
62,2,1,2,0.237635,36085
62,2,1,5,0.762365,36085
62,2,2,2,0.27882,36085
62,2,2,5,0.72118,36085
62,2,3,2,0.27882,36085
62,2,3,5,0.72118,36085
62,2,4,2,0.237635,36085
62,2,4,5,0.762365,36085
62,2,5,2,0.237635,36085
62,2,5,5,0.762365,36085
62,3,1,2,0.237635,36085
62,3,1,5,0.762365,36085
62,3,2,2,0.27882,36085
62,3,2,5,0.72118,36085
62,3,3,2,0.27882,36085
62,3,3,5,0.72118,36085
62,3,4,2,0.237635,36085
62,3,4,5,0.762365,36085
62,3,5,2,0.237635,36085
62,3,5,5,0.762365,36085
62,4,1,2,0.237635,36085
62,4,1,5,0.762365,36085
62,4,2,2,0.27882,36085
62,4,2,5,0.72118,36085
62,4,3,2,0.27882,36085
62,4,3,5,0.72118,36085
62,4,4,2,0.237635,36085
62,4,4,5,0.762365,36085
62,4,5,2,0.237635,36085
62,4,5,5,0.762365,36085
62,5,1,2,0.237635,36085
62,5,1,5,0.762365,36085
62,5,2,2,0.27882,36085
62,5,2,5,0.72118,36085
62,5,3,2,0.27882,36085
62,5,3,5,0.72118,36085
62,5,4,2,0.237635,36085
62,5,4,5,0.762365,36085
62,5,5,2,0.237635,36085
62,5,5,5,0.762365,36085
62,6,1,2,0.237635,36085
62,6,1,5,0.762365,36085
62,6,2,2,0.27882,36085
62,6,2,5,0.72118,36085
62,6,3,2,0.27882,36085
62,6,3,5,0.72118,36085
62,6,4,2,0.237635,36085
62,6,4,5,0.762365,36085
62,6,5,2,0.237635,36085
62,6,5,5,0.762365,36085
62,7,1,2,0.237635,36085
62,7,1,5,0.762365,36085
62,7,2,2,0.27882,36085
62,7,2,5,0.72118,36085
62,7,3,2,0.27882,36085
62,7,3,5,0.72118,36085
62,7,4,2,0.237635,36085
62,7,4,5,0.762365,36085
62,7,5,2,0.237635,36085
62,7,5,5,0.762365,36085
62,8,1,2,0.237635,36085
62,8,1,5,0.762365,36085
62,8,2,2,0.27882,36085
62,8,2,5,0.72118,36085
62,8,3,2,0.27882,36085
62,8,3,5,0.72118,36085
62,8,4,2,0.237635,36085
62,8,4,5,0.762365,36085
62,8,5,2,0.237635,36085
62,8,5,5,0.762365,36085
62,9,1,2,0.237635,36085
62,9,1,5,0.762365,36085
62,9,2,2,0.27882,36085
62,9,2,5,0.72118,36085
62,9,3,2,0.27882,36085
62,9,3,5,0.72118,36085
62,9,4,2,0.237635,36085
62,9,4,5,0.762365,36085
62,9,5,2,0.237635,36085
62,9,5,5,0.762365,36085
62,10,1,2,0.237635,36085
62,10,1,5,0.762365,36085
62,10,2,2,0.27882,36085
62,10,2,5,0.72118,36085
62,10,3,2,0.27882,36085
62,10,3,5,0.72118,36085
62,10,4,2,0.237635,36085
62,10,4,5,0.762365,36085
62,10,5,2,0.237635,36085
62,10,5,5,0.762365,36085
62,11,1,2,0.237635,36085
62,11,1,5,0.762365,36085
62,11,2,2,0.27882,36085
62,11,2,5,0.72118,36085
62,11,3,2,0.27882,36085
62,11,3,5,0.72118,36085
62,11,4,2,0.237635,36085
62,11,4,5,0.762365,36085
62,11,5,2,0.237635,36085
62,11,5,5,0.762365,36085
62,12,1,2,0.237635,36085
62,12,1,5,0.762365,36085
62,12,2,2,0.27882,36085
62,12,2,5,0.72118,36085
62,12,3,2,0.27882,36085
62,12,3,5,0.72118,36085
62,12,4,2,0.237635,36085
62,12,4,5,0.762365,36085
62,12,5,2,0.237635,36085
62,12,5,5,0.762365,36085
